Species	Symbol	Ensembl	Family	Protein	Entrez ID
Homo_sapiens	JDP2	ENSG00000140044	TF_bZIP	ENSP00000399587;ENSP00000409787;ENSP00000415558;ENSP00000452769;ENSP00000267569;	122953
Homo_sapiens	FOS	ENSG00000170345	TF_bZIP	ENSP00000451786;ENSP00000306245;ENSP00000452590;ENSP00000450886;ENSP00000452386;	2353
Homo_sapiens	BARX1	ENSG00000131668	Homeobox	ENSP00000253968;ENSP00000385613;	56033
Homo_sapiens	LIN28B	ENSG00000187772	CSD	ENSP00000489735;ENSP00000490468;ENSP00000344401;	389421
Homo_sapiens	LHX3	ENSG00000107187	Homeobox	ENSP00000483080;ENSP00000360813;ENSP00000360811;	8022
Homo_sapiens	NRF1	ENSG00000106459	Nrf1	ENSP00000376924;ENSP00000223190;ENSP00000342351;ENSP00000376922;ENSP00000394877;ENSP00000309826;	4899
Homo_sapiens	HOXC13	ENSG00000123364	Homeobox	ENSP00000243056;	3229
Homo_sapiens	FOXS1	ENSG00000179772	Fork_head	ENSP00000365145;	2307
Homo_sapiens	DMTF1	ENSG00000135164	MYB	ENSP00000463638;ENSP00000332171;ENSP00000448775;ENSP00000412532;ENSP00000378193;ENSP00000402627;	9988
Homo_sapiens	ISL1	ENSG00000016082	Homeobox	ENSP00000230658;ENSP00000422676;	3670
Homo_sapiens	STAT3	ENSG00000168610	STAT	ENSP00000373923;ENSP00000264657;ENSP00000467000;ENSP00000467985;ENSP00000384943;	6774
Homo_sapiens	ETV6	ENSG00000139083	ETS	ENSP00000379658;ENSP00000266427;	2120
Homo_sapiens	IRX3	ENSG00000177508	Homeobox	ENSP00000331608;	79191
Homo_sapiens	ZNF627	ENSG00000198551	zf-C2H2	ENSP00000354414;	199692
Homo_sapiens	ZKSCAN5	ENSG00000196652	zf-C2H2	ENSP00000377725;ENSP00000322872;ENSP00000392104;	23660
Homo_sapiens	NFATC4	ENSG00000100968	RHD	ENSP00000451284;ENSP00000450733;ENSP00000451224;ENSP00000450590;ENSP00000451183;ENSP00000451395;ENSP00000451151;ENSP00000396788;ENSP00000452270;ENSP00000450686;ENSP00000450810;ENSP00000451502;ENSP00000452349;ENSP00000388910;ENSP00000451454;ENSP00000388668;ENSP00000450644;ENSP00000439350;ENSP00000450469;ENSP00000250373;ENSP00000452039;	4776
Homo_sapiens	ZNF212	ENSG00000170260	zf-C2H2	ENSP00000338572;	7988
Homo_sapiens	KLF5	ENSG00000102554	zf-C2H2	ENSP00000366915;ENSP00000440407;	688
Homo_sapiens	ZNF572	ENSG00000180938	zf-C2H2	ENSP00000319305;	137209
Homo_sapiens	HES1	ENSG00000114315	bHLH	ENSP00000232424;	3280
Homo_sapiens	ZNF343	ENSG00000088876	zf-C2H2	ENSP00000278772;ENSP00000482819;ENSP00000483851;	79175
Homo_sapiens	ZNF91	ENSG00000167232	zf-C2H2	ENSP00000300619;ENSP00000471709;ENSP00000380272;	7644
Homo_sapiens	THAP7	ENSG00000184436	THAP	ENSP00000382084;ENSP00000215742;	80764
Homo_sapiens	GTF2IRD2B	ENSG00000174428	GTF2I	ENSP00000480524;ENSP00000486360;ENSP00000411454;ENSP00000480037;	389524
Homo_sapiens	ONECUT1	ENSG00000169856	CUT	ENSP00000476168;ENSP00000302630;	3175
Homo_sapiens	ZNF79	ENSG00000196152	zf-C2H2	ENSP00000438418;ENSP00000478201;ENSP00000362446;ENSP00000484833;	7633
Homo_sapiens	ZSCAN5C	ENSG00000204532	zf-C2H2	ENSP00000435234;ENSP00000365443;	649137
Homo_sapiens	TRERF1	ENSG00000124496	zf-C2H2	ENSP00000346285;ENSP00000362008;ENSP00000362013;ENSP00000439689;	55809
Homo_sapiens	BATF	ENSG00000156127	TF_bZIP	ENSP00000450486;ENSP00000286639;	10538
Homo_sapiens	LHX9	ENSG00000143355	Homeobox	ENSP00000356360;ENSP00000356357;ENSP00000453064;ENSP00000356361;	56956
Homo_sapiens	TOX4	ENSG00000092203	HMG	ENSP00000393080;ENSP00000477868;	9878
Homo_sapiens	REL	ENSG00000162924	RHD	ENSP00000496299;ENSP00000295025;ENSP00000377989;	5966
Homo_sapiens	HOXD11	ENSG00000128713	Homeobox	ENSP00000249504;	3237
Homo_sapiens	ZBTB34	ENSG00000177125	ZBTB	ENSP00000362551;ENSP00000362551;ENSP00000317534;ENSP00000317534;	403341
Homo_sapiens	ATF6B	ENSG00000213676	TF_bZIP	ENSP00000364349;ENSP00000364347;	1388
Homo_sapiens	FOXD4L6	ENSG00000273514	Fork_head	ENSP00000484875;	653404
Homo_sapiens	ELK3	ENSG00000111145	ETS	ENSP00000447857;ENSP00000446806;ENSP00000228741;ENSP00000449430;	2004
Homo_sapiens	ZNF559	ENSG00000188321	zf-C2H2	ENSP00000468153;ENSP00000474719;ENSP00000474760;ENSP00000377461;	84527
Homo_sapiens	GSC2	ENSG00000063515	Homeobox	ENSP00000086933;	2928
Homo_sapiens	ONECUT3	ENSG00000205922	CUT	ENSP00000371786;	390874
Homo_sapiens	ARNT	ENSG00000143437	bHLH	ENSP00000346372;ENSP00000423851;ENSP00000351407;ENSP00000427571;ENSP00000425899;	405
Homo_sapiens	ETV4	ENSG00000175832	ETS	ENSP00000465718;ENSP00000377273;ENSP00000441749;ENSP00000321835;ENSP00000468636;ENSP00000440023;ENSP00000443846;	2118
Homo_sapiens	ZNF792	ENSG00000180884	zf-C2H2	ENSP00000385099;ENSP00000474130;	126375
Homo_sapiens	IRF1	ENSG00000125347	IRF	ENSP00000480887;ENSP00000405655;ENSP00000473661;ENSP00000392455;ENSP00000384406;ENSP00000245414;ENSP00000396318;	3659
Homo_sapiens	NFATC3	ENSG00000072736	RHD	ENSP00000456120;ENSP00000331324;ENSP00000300659;ENSP00000264008;ENSP00000456379;ENSP00000460533;	4775
Homo_sapiens	PAX2	ENSG00000075891	PAX	ENSP00000396259;ENSP00000355069;ENSP00000452489;ENSP00000347385;ENSP00000398652;ENSP00000359319;	5076
Homo_sapiens	ZNF222	ENSG00000159885	zf-C2H2	ENSP00000187879;ENSP00000375822;	7673
Homo_sapiens	KLF4	ENSG00000136826	zf-C2H2	ENSP00000363804;ENSP00000483629;	9314
Homo_sapiens	TSC22D3	ENSG00000157514	TSC22	ENSP00000361466;ENSP00000425414;ENSP00000361457;ENSP00000427427;ENSP00000361458;ENSP00000361459;ENSP00000421016;ENSP00000314655;ENSP00000361474;	1831
Homo_sapiens	ZNF229	ENSG00000278318	zf-C2H2	ENSP00000479884;ENSP00000479807;	7772
Homo_sapiens	TFEC	ENSG00000105967	bHLH	ENSP00000318676;ENSP00000265440;ENSP00000387650;ENSP00000377125;ENSP00000417432;	22797
Homo_sapiens	ZNF668	ENSG00000167394	zf-C2H2	ENSP00000440149;ENSP00000441349;ENSP00000416853;ENSP00000378434;ENSP00000442573;ENSP00000300849;ENSP00000403975;	79759
Homo_sapiens	HOXD1	ENSG00000128645	Homeobox	ENSP00000328598;	3231
Homo_sapiens	ASCL1	ENSG00000139352	bHLH	ENSP00000266744;	429
Homo_sapiens	RCOR3	ENSG00000117625	MYB	ENSP00000355972;ENSP00000432779;ENSP00000437048;ENSP00000355973;ENSP00000436838;ENSP00000398558;ENSP00000413929;	55758
Homo_sapiens	ZNF790	ENSG00000197863	zf-C2H2	ENSP00000480834;ENSP00000480764;ENSP00000478852;ENSP00000349161;	388536
Homo_sapiens	ZNF605	ENSG00000196458	zf-C2H2	ENSP00000353314;ENSP00000376135;	100289635
Homo_sapiens	POU4F3	ENSG00000091010	Pou	ENSP00000230732;ENSP00000495718;	5459
Homo_sapiens	ESRRA	ENSG00000173153	ESR-like	ENSP00000441970;ENSP00000384851;ENSP00000000442;ENSP00000385971;ENSP00000444710;ENSP00000439896;	2101
Homo_sapiens	GLIS3	ENSG00000107249	zf-C2H2	ENSP00000371398;ENSP00000325494;	169792
Homo_sapiens	ZNF519	ENSG00000175322	zf-C2H2	ENSP00000464872;	162655
Homo_sapiens	ZNF354A	ENSG00000169131	zf-C2H2	ENSP00000337122;	6940
Homo_sapiens	ZNF214	ENSG00000149050	zf-C2H2	ENSP00000445373;ENSP00000278314;	7761
Homo_sapiens	AC019117.3	ENSG00000283321	bHLH	ENSP00000490530;	-
Homo_sapiens	ZFAT	ENSG00000066827	zf-C2H2	ENSP00000429930;ENSP00000367069;ENSP00000428483;ENSP00000427831;ENSP00000394501;ENSP00000430924;ENSP00000427879;ENSP00000429091;	57623
Homo_sapiens	ZKSCAN4	ENSG00000187626	zf-C2H2	ENSP00000366509;	387032
Homo_sapiens	AC008770.2	ENSG00000267179	zf-C2H2	ENSP00000467286;	-
Homo_sapiens	FOXA1	ENSG00000129514	Fork_head	ENSP00000250448;	3169
Homo_sapiens	ZNF658	ENSG00000274349	zf-C2H2	ENSP00000479295;ENSP00000482447;ENSP00000482540;ENSP00000480919;	26149
Homo_sapiens	PITX3	ENSG00000107859	Homeobox	ENSP00000359019;ENSP00000439383;	5309
Homo_sapiens	ZNF496	ENSG00000162714	zf-C2H2	ENSP00000294753;ENSP00000473324;	84838
Homo_sapiens	ZNF248	ENSG00000198105	zf-C2H2	ENSP00000349882;ENSP00000379208;	57209
Homo_sapiens	KLF10	ENSG00000155090	zf-C2H2	ENSP00000379222;ENSP00000285407;	7071
Homo_sapiens	BCL6	ENSG00000113916	ZBTB	ENSP00000413122;ENSP00000413122;ENSP00000479784;ENSP00000479784;ENSP00000232014;ENSP00000232014;ENSP00000384371;ENSP00000384371;	604
Homo_sapiens	HKR1	ENSG00000181666	zf-C2H2	ENSP00000438261;ENSP00000466467;ENSP00000315505;ENSP00000375994;ENSP00000467562;ENSP00000437774;	284459
Homo_sapiens	TCF7L2	ENSG00000148737	HMG	ENSP00000435694;ENSP00000348274;ENSP00000440547;ENSP00000344823;ENSP00000443883;ENSP00000487507;ENSP00000277945;ENSP00000444972;ENSP00000446172;ENSP00000446238;ENSP00000358402;ENSP00000490260;ENSP00000347949;ENSP00000443626;ENSP00000358404;ENSP00000486891;ENSP00000358393;	6934
Homo_sapiens	MAEL	ENSG00000143194	HMG	ENSP00000356846;	84944
Homo_sapiens	NR1H4	ENSG00000012504	THR-like	ENSP00000315442;ENSP00000447149;ENSP00000448978;ENSP00000448506;ENSP00000376712;ENSP00000188403;	9971
Homo_sapiens	POU5F1B	ENSG00000212993	Pou	ENSP00000495779;ENSP00000419298;	5462
Homo_sapiens	ZNF316	ENSG00000205903	zf-C2H2	ENSP00000477706;	100131017
Homo_sapiens	POU2F2	ENSG00000028277	Pou	ENSP00000452930;ENSP00000471890;ENSP00000453255;ENSP00000475664;ENSP00000431603;ENSP00000476062;ENSP00000454179;ENSP00000339369;ENSP00000436988;ENSP00000373992;ENSP00000437224;	5452
Homo_sapiens	ZNF432	ENSG00000256087	zf-C2H2	ENSP00000221315;ENSP00000470488;	9668
Homo_sapiens	HSF5	ENSG00000176160	HSF	ENSP00000313243;	124535
Homo_sapiens	ZNF382	ENSG00000161298	zf-C2H2	ENSP00000389722;ENSP00000410113;ENSP00000407593;ENSP00000492867;ENSP00000292928;	84911
Homo_sapiens	ZNF507	ENSG00000168813	zf-C2H2	ENSP00000441549;ENSP00000312277;ENSP00000348162;	22847
Homo_sapiens	MYCL	ENSG00000116990	bHLH	ENSP00000380494;ENSP00000361903;	4610
Homo_sapiens	SNAI1	ENSG00000124216	zf-C2H2	ENSP00000244050;	6615
Homo_sapiens	NKX6-3	ENSG00000165066	Homeobox	ENSP00000428361;	157848
Homo_sapiens	SREBF2	ENSG00000198911	bHLH	ENSP00000395728;ENSP00000484441;ENSP00000354476;	6721
Homo_sapiens	ZNF347	ENSG00000197937	zf-C2H2	ENSP00000471712;ENSP00000405218;ENSP00000334146;	84671
Homo_sapiens	ZNF281	ENSG00000162702	zf-C2H2	ENSP00000294740;ENSP00000356321;ENSP00000356322;	23528
Homo_sapiens	BNC2	ENSG00000173068	zf-C2H2	ENSP00000370047;ENSP00000431516;ENSP00000370042;ENSP00000444640;ENSP00000408370;	54796
Homo_sapiens	HOXA10	ENSG00000253293	Homeobox	ENSP00000379633;ENSP00000283921;	3206
Homo_sapiens	SOX4	ENSG00000124766	HMG	ENSP00000244745;	6659
Homo_sapiens	SPI1	ENSG00000066336	ETS	ENSP00000227163;ENSP00000367799;	6688
Homo_sapiens	ZFP90	ENSG00000184939	zf-C2H2	ENSP00000460547;ENSP00000381304;ENSP00000454418;	146198
Homo_sapiens	ZNF23	ENSG00000167377	zf-C2H2	ENSP00000377171;ENSP00000349796;ENSP00000387673;ENSP00000462429;	7571
Homo_sapiens	SOX11	ENSG00000176887	HMG	ENSP00000322568;	6664
Homo_sapiens	MIS18BP1	ENSG00000129534	MYB	ENSP00000309790;	55320
Homo_sapiens	HLX	ENSG00000136630	Homeobox	ENSP00000408248;ENSP00000355870;	3142
Homo_sapiens	ZNF85	ENSG00000105750	zf-C2H2	ENSP00000471588;ENSP00000342340;ENSP00000469673;ENSP00000329793;ENSP00000472145;ENSP00000470667;ENSP00000473059;	7639
Homo_sapiens	ZNF799	ENSG00000196466	zf-C2H2	ENSP00000415278;ENSP00000411084;	90576
Homo_sapiens	MEF2C	ENSG00000081189	SRF	ENSP00000422390;ENSP00000389610;ENSP00000489865;ENSP00000486554;ENSP00000487430;ENSP00000490473;ENSP00000426465;ENSP00000427163;ENSP00000485972;ENSP00000423826;ENSP00000487538;ENSP00000427286;ENSP00000490354;ENSP00000421925;ENSP00000424606;ENSP00000426665;ENSP00000490525;ENSP00000487184;ENSP00000425636;ENSP00000426442;ENSP00000424331;ENSP00000340874;ENSP00000490241;ENSP00000487311;ENSP00000423597;ENSP00000396219;ENSP00000490630;ENSP00000427309;ENSP00000423656;ENSP00000486490;	4208
Homo_sapiens	PRDM16	ENSG00000142611	zf-C2H2	ENSP00000426975;ENSP00000425796;ENSP00000367643;ENSP00000270722;ENSP00000421400;	63976
Homo_sapiens	ZNF408	ENSG00000175213	zf-C2H2	ENSP00000309606;	79797
Homo_sapiens	ZNF200	ENSG00000010539	zf-C2H2	ENSP00000395723;ENSP00000380080;ENSP00000405786;ENSP00000458508;ENSP00000380077;ENSP00000380079;	7752
Homo_sapiens	ZNF883	ENSG00000285447	zf-C2H2	ENSP00000490059;	169834
Homo_sapiens	ZNF526	ENSG00000167625	zf-C2H2	ENSP00000301215;	116115
Homo_sapiens	DBP	ENSG00000105516	TF_bZIP	ENSP00000469426;ENSP00000222122;ENSP00000471220;	1628
Homo_sapiens	ZNF473	ENSG00000142528	zf-C2H2	ENSP00000375697;ENSP00000388961;ENSP00000270617;ENSP00000472808;	25888
Homo_sapiens	ZNF551	ENSG00000204519	zf-C2H2	ENSP00000472674;ENSP00000282296;	90233
Homo_sapiens	IKZF2	ENSG00000030419	zf-C2H2	ENSP00000342876;ENSP00000396253;ENSP00000412869;ENSP00000363439;ENSP00000395203;ENSP00000410447;	22807
Homo_sapiens	E4F1	ENSG00000167967	zf-C2H2	ENSP00000301727;ENSP00000457672;ENSP00000454652;ENSP00000456760;	1877
Homo_sapiens	OTP	ENSG00000171540	Homeobox	ENSP00000302814;	23440
Homo_sapiens	ZNF800	ENSG00000048405	zf-C2H2	ENSP00000376989;ENSP00000265827;ENSP00000376988;	168850
Homo_sapiens	FERD3L	ENSG00000146618	bHLH	ENSP00000275461;	222894
Homo_sapiens	ZNF865	ENSG00000261221	zf-C2H2	ENSP00000457715;	100507290
Homo_sapiens	ZNF707	ENSG00000181135	zf-C2H2	ENSP00000436212;ENSP00000351482;ENSP00000495224;ENSP00000413215;ENSP00000436250;	101928160
Homo_sapiens	ZNF606	ENSG00000166704	zf-C2H2	ENSP00000343617;ENSP00000446972;	80095
Homo_sapiens	SOX8	ENSG00000005513	HMG	ENSP00000293894;	30812
Homo_sapiens	GCM1	ENSG00000137270	GCM	ENSP00000259803;	8521
Homo_sapiens	BCL6B	ENSG00000161940	ZBTB	ENSP00000445010;ENSP00000293805;ENSP00000293805;	255877
Homo_sapiens	HEYL	ENSG00000163909	bHLH	ENSP00000361943;	26508
Homo_sapiens	SALL4	ENSG00000101115	zf-C2H2	ENSP00000379319;ENSP00000217086;ENSP00000360594;	57167
Homo_sapiens	ZNF18	ENSG00000154957	zf-C2H2	ENSP00000462383;ENSP00000462296;ENSP00000463471;ENSP00000315664;ENSP00000391376;	7566
Homo_sapiens	ZSCAN5B	ENSG00000197213	zf-C2H2	ENSP00000466072;ENSP00000351883;	342933
Homo_sapiens	MTA1	ENSG00000182979	zf-GATA	ENSP00000394106;ENSP00000333633;ENSP00000385702;ENSP00000384180;ENSP00000393438;	9112
Homo_sapiens	NR6A1	ENSG00000148200	GCNF-like	ENSP00000420587;ENSP00000341135;ENSP00000362686;ENSP00000413701;ENSP00000420267;	2649
Homo_sapiens	JUN	ENSG00000177606	TF_bZIP	ENSP00000360266;	3725
Homo_sapiens	ZNF141	ENSG00000131127	zf-C2H2	ENSP00000240499;	7700
Homo_sapiens	NFX1	ENSG00000086102	zf-NF-X1	ENSP00000368856;ENSP00000317695;	4799
Homo_sapiens	ARX	ENSG00000004848	Homeobox	ENSP00000368332;	170302
Homo_sapiens	PEG3	ENSG00000198300	zf-C2H2	ENSP00000326581;ENSP00000472395;ENSP00000472402;ENSP00000470467;ENSP00000473190;ENSP00000469486;	5178
Homo_sapiens	RARB	ENSG00000077092	THR-like	ENSP00000332296;ENSP00000373282;ENSP00000391391;ENSP00000398840;	5915
Homo_sapiens	NCOR2	ENSG00000196498	MYB	ENSP00000405367;ENSP00000402808;ENSP00000384202;ENSP00000348551;ENSP00000385618;ENSP00000400281;ENSP00000384018;ENSP00000408247;	9612
Homo_sapiens	UBTFL1	ENSG00000255009	HMG	ENSP00000485108;	642623
Homo_sapiens	ZNF331	ENSG00000130844	zf-C2H2	ENSP00000393817;ENSP00000421014;ENSP00000421728;ENSP00000422471;ENSP00000427532;ENSP00000253144;ENSP00000427439;ENSP00000393336;ENSP00000423156;	55422
Homo_sapiens	ZNF778	ENSG00000170100	zf-C2H2	ENSP00000305203;ENSP00000481538;ENSP00000405289;	197320
Homo_sapiens	NRL	ENSG00000129535	TF_bZIP	ENSP00000380193;ENSP00000454062;ENSP00000380191;ENSP00000452966;ENSP00000380197;	4901
Homo_sapiens	MYOG	ENSG00000122180	bHLH	ENSP00000241651;	4656
Homo_sapiens	NOTO	ENSG00000214513	Homeobox	ENSP00000381486;	344022
Homo_sapiens	ZNF205	ENSG00000122386	zf-C2H2	ENSP00000371627;ENSP00000219091;ENSP00000460890;ENSP00000480401;	7755
Homo_sapiens	LEF1	ENSG00000138795	HMG	ENSP00000369284;ENSP00000406176;ENSP00000422840;ENSP00000265165;	51176
Homo_sapiens	ZNF529	ENSG00000186020	zf-C2H2	ENSP00000465578;ENSP00000465917;ENSP00000468594;ENSP00000334695;	57711
Homo_sapiens	HOXA2	ENSG00000105996	Homeobox	ENSP00000222718;	3199
Homo_sapiens	ZNF148	ENSG00000163848	zf-C2H2	ENSP00000420448;ENSP00000353863;ENSP00000419322;ENSP00000420335;ENSP00000420102;	7707
Homo_sapiens	SMARCC1	ENSG00000173473	MYB	ENSP00000254480;	6599
Homo_sapiens	ZNF322	ENSG00000181315	zf-C2H2	ENSP00000478899;ENSP00000482607;ENSP00000483223;ENSP00000418897;ENSP00000419728;	79692
Homo_sapiens	TAL2	ENSG00000186051	bHLH	ENSP00000334547;	6887
Homo_sapiens	EMX2	ENSG00000170370	Homeobox	ENSP00000450962;	2018
Homo_sapiens	KLF2	ENSG00000127528	zf-C2H2	ENSP00000248071;	10365
Homo_sapiens	ZBTB22	ENSG00000236104	ZBTB	ENSP00000407545;ENSP00000407545;ENSP00000404403;ENSP00000413172;	9278
Homo_sapiens	ZNF550	ENSG00000251369	zf-C2H2	ENSP00000422344;ENSP00000469537;ENSP00000469679;ENSP00000446224;ENSP00000469580;ENSP00000445978;	162972
Homo_sapiens	ZFP3	ENSG00000180787	zf-C2H2	ENSP00000320347;	124961
Homo_sapiens	ZNF597	ENSG00000167981	zf-C2H2	ENSP00000301744;	146434
Homo_sapiens	PBX4	ENSG00000105717	Homeobox	ENSP00000251203;	80714
Homo_sapiens	ZNF652	ENSG00000198740	zf-C2H2	ENSP00000354686;ENSP00000424848;ENSP00000416305;	22834
Homo_sapiens	CSDC2	ENSG00000172346	CSD	ENSP00000417127;ENSP00000302485;	27254
Homo_sapiens	TPRX1	ENSG00000178928	Homeobox	ENSP00000438832;	284355
Homo_sapiens	ZFHX3	ENSG00000140836	Homeobox	ENSP00000493252;ENSP00000268489;ENSP00000438926;	463
Homo_sapiens	ZNF358	ENSG00000198816	zf-C2H2	ENSP00000472777;ENSP00000472305;	140467
Homo_sapiens	FOXD1	ENSG00000251493	Fork_head	ENSP00000481581;	2297
Homo_sapiens	STAT2	ENSG00000170581	STAT	ENSP00000315768;ENSP00000387354;ENSP00000450751;	6773
Homo_sapiens	ZNF431	ENSG00000196705	zf-C2H2	ENSP00000308578;ENSP00000471876;	170959
Homo_sapiens	SREBF1	ENSG00000072310	bHLH	ENSP00000411516;ENSP00000379100;ENSP00000379106;ENSP00000261646;ENSP00000348069;	6720
Homo_sapiens	ZNF69	ENSG00000198429	zf-C2H2	ENSP00000402985;	7620
Homo_sapiens	FOXB2	ENSG00000204612	Fork_head	ENSP00000365898;	442425
Homo_sapiens	MIER1	ENSG00000198160	MYB	ENSP00000360053;ENSP00000350321;ENSP00000347514;ENSP00000383820;ENSP00000360055;ENSP00000360057;ENSP00000348253;ENSP00000383821;	57708
Homo_sapiens	LRRFIP2	ENSG00000093167	LRRFIP	ENSP00000338727;ENSP00000416013;ENSP00000405480;ENSP00000416364;ENSP00000413026;ENSP00000379705;ENSP00000346349;ENSP00000416907;ENSP00000391360;ENSP00000412206;ENSP00000409574;	9209
Homo_sapiens	GATA6	ENSG00000141448	zf-GATA	ENSP00000269216;ENSP00000462313;	2627
Homo_sapiens	HIVEP2	ENSG00000010818	zf-C2H2	ENSP00000356576;ENSP00000356575;ENSP00000012134;	3097
Homo_sapiens	ZNF100	ENSG00000197020	zf-C2H2	ENSP00000445201;ENSP00000476534;ENSP00000351042;	163227
Homo_sapiens	SOHLH2	ENSG00000120669	bHLH	ENSP00000369210;	54937
Homo_sapiens	ZKSCAN8	ENSG00000198315	zf-C2H2	ENSP00000402948;ENSP00000332750;	7745
Homo_sapiens	HOXC9	ENSG00000180806	Homeobox	ENSP00000423861;ENSP00000302836;	3225
Homo_sapiens	SP9	ENSG00000217236	zf-C2H2	ENSP00000378418;	100131390
Homo_sapiens	ZNF684	ENSG00000117010	zf-C2H2	ENSP00000361784;	127396
Homo_sapiens	ZNF484	ENSG00000127081	zf-C2H2	ENSP00000364646;ENSP00000378882;ENSP00000364645;ENSP00000378881;	83744
Homo_sapiens	ZNF570	ENSG00000171827	zf-C2H2	ENSP00000331540;ENSP00000467218;	148268
Homo_sapiens	ZNF251	ENSG00000198169	zf-C2H2	ENSP00000292562;	90987
Homo_sapiens	NR1H3	ENSG00000025434	THR-like	ENSP00000384745;ENSP00000385073;ENSP00000433271;ENSP00000420656;ENSP00000403696;ENSP00000412636;ENSP00000415591;ENSP00000403798;ENSP00000378793;ENSP00000432073;ENSP00000434650;ENSP00000391005;ENSP00000477707;ENSP00000385801;ENSP00000387946;	10062
Homo_sapiens	ZIC3	ENSG00000156925	zf-C2H2	ENSP00000359638;ENSP00000287538;	7547
Homo_sapiens	FEV	ENSG00000163497	ETS	ENSP00000295727;	54738
Homo_sapiens	NFYB	ENSG00000120837	NF-YB	ENSP00000448250;ENSP00000447486;ENSP00000240055;	4801
Homo_sapiens	ZNF677	ENSG00000197928	zf-C2H2	ENSP00000334394;ENSP00000469391;	342926
Homo_sapiens	HOPX	ENSG00000171476	Homeobox	ENSP00000396275;ENSP00000370654;ENSP00000422175;ENSP00000315198;ENSP00000452003;ENSP00000451794;ENSP00000424101;ENSP00000452340;ENSP00000452098;ENSP00000337330;	84525
Homo_sapiens	ZNF460	ENSG00000197714	zf-C2H2	ENSP00000446167;ENSP00000353491;	10794
Homo_sapiens	ARID3B	ENSG00000179361	ARID	ENSP00000455668;ENSP00000477878;ENSP00000343126;	10620
Homo_sapiens	ZNF581	ENSG00000171425	zf-C2H2	ENSP00000466564;ENSP00000466047;ENSP00000270451;ENSP00000466338;	51545
Homo_sapiens	GLMP	ENSG00000198715	NCU-G1	ENSP00000483691;ENSP00000479149;ENSP00000357247;ENSP00000477187;ENSP00000480936;ENSP00000477180;ENSP00000476260;ENSP00000354553;	112770
Homo_sapiens	ZNF649	ENSG00000198093	zf-C2H2	ENSP00000347043;ENSP00000468983;	65251
Homo_sapiens	NKX1-1	ENSG00000235608	Homeobox	ENSP00000407978;	54729
Homo_sapiens	ZNF469	ENSG00000225614	zf-C2H2	ENSP00000402343;ENSP00000456500;	84627
Homo_sapiens	VEZF1	ENSG00000136451	zf-C2H2	ENSP00000462337;ENSP00000258963;ENSP00000464687;	7716
Homo_sapiens	ZNF518A	ENSG00000177853	zf-C2H2	ENSP00000480280;	9849
Homo_sapiens	TFDP1	ENSG00000198176	E2F	ENSP00000364519;ENSP00000386145;ENSP00000401389;	7027
Homo_sapiens	RELA	ENSG00000173039	RHD	ENSP00000436545;ENSP00000434372;ENSP00000479572;ENSP00000435531;ENSP00000311508;ENSP00000434745;ENSP00000432922;ENSP00000433616;ENSP00000431153;ENSP00000433526;ENSP00000483705;ENSP00000433144;ENSP00000384273;ENSP00000435290;ENSP00000434098;ENSP00000437137;ENSP00000432537;	5970
Homo_sapiens	CREB3L3	ENSG00000060566	TF_bZIP	ENSP00000469355;ENSP00000472399;ENSP00000078445;	84699
Homo_sapiens	GZF1	ENSG00000125812	ZBTB	ENSP00000366250;ENSP00000366250;ENSP00000338290;	64412
Homo_sapiens	ZNF19	ENSG00000157429	zf-C2H2	ENSP00000462810;ENSP00000288177;ENSP00000458105;ENSP00000454864;	7567
Homo_sapiens	SAMD11	ENSG00000187634	SAND	ENSP00000411579;	148398
Homo_sapiens	RUNX2	ENSG00000124813	Runt	ENSP00000496517;ENSP00000495497;ENSP00000460188;ENSP00000360491;ENSP00000458178;ENSP00000485863;ENSP00000360486;ENSP00000352514;ENSP00000360493;ENSP00000420707;	860
Homo_sapiens	HSF2	ENSG00000025156	HSF	ENSP00000357440;ENSP00000400380;	3298
Homo_sapiens	CARHSP1	ENSG00000153048	CSD	ENSP00000478055;ENSP00000457864;ENSP00000480144;ENSP00000481550;ENSP00000480542;ENSP00000455284;ENSP00000455855;ENSP00000379838;ENSP00000455522;ENSP00000455016;ENSP00000311847;ENSP00000456909;ENSP00000483591;ENSP00000460812;	23589
Homo_sapiens	TFCP2L1	ENSG00000115112	CP2	ENSP00000263707;	29842
Homo_sapiens	TSHZ1	ENSG00000179981	zf-C2H2	ENSP00000464391;ENSP00000453834;ENSP00000323584;	10194
Homo_sapiens	ZNF234	ENSG00000263002	zf-C2H2	ENSP00000465011;ENSP00000400878;	10780
Homo_sapiens	ZNF43	ENSG00000198521	zf-C2H2	ENSP00000350085;ENSP00000469578;ENSP00000470275;ENSP00000469645;ENSP00000347045;	7594
Homo_sapiens	HIF3A	ENSG00000124440	bHLH	ENSP00000432809;	64344
Homo_sapiens	FOXE3	ENSG00000186790	Fork_head	ENSP00000334472;	2301
Homo_sapiens	POU5F2	ENSG00000248483	Pou	ENSP00000489796;	134187
Homo_sapiens	NOBOX	ENSG00000106410	Homeobox	ENSP00000496732;ENSP00000419457;ENSP00000419565;ENSP00000495343;	135935
Homo_sapiens	FOXR2	ENSG00000189299	Fork_head	ENSP00000427329;	139628
Homo_sapiens	ID4	ENSG00000172201	bHLH	ENSP00000367972;	3400
Homo_sapiens	ZNF93	ENSG00000184635	zf-C2H2	ENSP00000467553;ENSP00000342002;ENSP00000491147;	81931
